[INFO ] [2021-09-17 18:04:58,096] Pre-Condition - Open browser 'firefox' with url: 'https://demo.nopcommerce.com/'
[INFO ] [2021-09-17 18:08:20,970] Wishlist_Compare_RecentView_05 - Step 1: Click on menu 'Computers' >>> submenu 'Notebooks'
[INFO ] [2021-09-17 18:08:21,983] Wishlist_Compare_RecentView_05 - Step 2: View 5 random products
[INFO ] [2021-09-17 18:08:31,110] Wishlist_Compare_RecentView_05 - Step 3: Open 'Recently viewed products' at footer page >> Navigate to 'Recently viewed products' page 
[INFO ] [2021-09-17 18:08:31,601] Wishlist_Compare_RecentView_05 - Step 4: Verify header 'Recently viewed products' is displayed
[INFO ] [2021-09-17 18:08:31,647]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 18:08:34,650] Wishlist_Compare_RecentView_05 - Step 5: Verify ONLY last 3 product viewed are displayed
[INFO ] [2021-09-17 18:08:34,737]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 18:08:34,739] Post-Condition - Close browser 'firefox'
[INFO ] [2021-09-17 18:08:34,740] OS name = windows 10
[INFO ] [2021-09-17 18:08:35,723] Pre-Condition - Open browser 'firefox' with url: 'https://admin-demo.nopcommerce.com/login?ReturnUrl=/admin/'
[INFO ] [2021-09-17 18:08:41,119] Admin_00 - Step 1: Open 'Admin Nopcommerce' page
[INFO ] [2021-09-17 18:08:41,133] Admin_00 - Step 2: Input data to Email textbox admin@yourstore.com
[INFO ] [2021-09-17 18:08:41,275] Admin_00 - Step 3: Input data to Password textbox admin
[INFO ] [2021-09-17 18:08:41,402] Admin_00 - Step 4: Verify Dashboard Header Text is displayed
[INFO ] [2021-09-17 18:08:43,643]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 18:08:43,686] Admin_01 - Step 1: At Dashboard Page, click to menu 'Catalog' and submenu 'Products'
[INFO ] [2021-09-17 18:08:46,302] Admin_01 - Step 2: Input 'Lenovo IdeaCentre 600 All-in-One PC' to textbox Product Name
[INFO ] [2021-09-17 18:08:46,451] Admin_01 - Step 3: Click to Seach button
[INFO ] [2021-09-17 18:08:47,773] Admin_01 - Step 4: Verify only 1 item displayed
[INFO ] [2021-09-17 18:08:47,839]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 18:08:47,839] Admin_01 - Step 5: Verify data is displayed with 'Lenovo IdeaCentre 600 All-in-One PC','LE_IC_600','500','10000'
[INFO ] [2021-09-17 18:08:47,929]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 18:08:47,933] Admin_02 - Step 1: Refresh Product Search Page
[INFO ] [2021-09-17 18:08:50,766] Admin_02 - Step 2: Input 'Lenovo IdeaCentre 600 All-in-One PC' to textbox Product Name
[INFO ] [2021-09-17 18:08:50,931] Admin_02 - Step 3: Select 'Computers' from Dropdown Category
[INFO ] [2021-09-17 18:08:51,294] Admin_02 - Step 4: Click to Seach button
[INFO ] [2021-09-17 18:08:51,589] Admin_02 - Step 5: Verify No Data message is displayed
[INFO ] [2021-09-17 18:08:52,180]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 18:08:52,184] Admin_03 - Step 1: Refresh Product Search Page
[INFO ] [2021-09-17 18:08:54,935] Admin_03 - Step 2: Input 'Lenovo IdeaCentre 600 All-in-One PC' to textbox Product Name
[INFO ] [2021-09-17 18:08:55,104] Admin_03 - Step 3: Select 'Computers' from Dropdown Category
[INFO ] [2021-09-17 18:08:55,473] Admin_03 - Step 4: Check to checkbox Sub Categories
[INFO ] [2021-09-17 18:08:55,833] Admin_03 - Step 5: Click to Seach button
[INFO ] [2021-09-17 18:08:57,122] Admin_03 - Step 6: Verify only 1 item displayed
[INFO ] [2021-09-17 18:08:57,203]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 18:08:57,203] Admin_03 - Step 7: Verify data is displayed with 'Lenovo IdeaCentre 600 All-in-One PC','LE_IC_600','500','10000'
[INFO ] [2021-09-17 18:08:57,293]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 18:08:57,298] Admin_04 - Step 1: Refresh Product Search Page
[INFO ] [2021-09-17 18:09:00,100] Admin_04 - Step 2: Input 'Lenovo IdeaCentre 600 All-in-One PC' to textbox Product Name
[INFO ] [2021-09-17 18:09:00,267] Admin_04 - Step 3: Select 'Computers >> Desktops' from Dropdown Category
[INFO ] [2021-09-17 18:09:00,615] Admin_04 - Step 4: Click to Seach button
[INFO ] [2021-09-17 18:09:02,927] Admin_04 - Step 5: Verify only 1 item displayed
[INFO ] [2021-09-17 18:09:02,993]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 18:09:02,993] Admin_03 - Step 6: Verify data is displayed with 'Lenovo IdeaCentre 600 All-in-One PC','LE_IC_600','500','10000'
[INFO ] [2021-09-17 18:09:03,082]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 18:09:03,119] Admin_05 - Step 1: Refresh Product Search Page
[INFO ] [2021-09-17 18:09:05,820] Admin_05 - Step 2: Input 'Lenovo IdeaCentre 600 All-in-One PC' to textbox Product Name
[INFO ] [2021-09-17 18:09:05,975] Admin_05 - Step 3: Select 'All' from Dropdown Category
[INFO ] [2021-09-17 18:09:06,071] Admin_05 - Step 4: Select 'Apple' from Dropdown Manufacturer
[INFO ] [2021-09-17 18:09:06,406] Admin_05 - Step 5: Click to Seach button
[INFO ] [2021-09-17 18:09:07,721] Admin_05 - Step 6: Verify No Data message is displayed
[INFO ] [2021-09-17 18:09:07,812]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 18:09:07,816] Admin_06 - Step 1: Refresh Product Search Page
[INFO ] [2021-09-17 18:09:10,533] Admin_06 - Step 2: Input data to 'GoDirectlyToSku' textbox LE_IC_600
[INFO ] [2021-09-17 18:09:10,647] Admin_06 - Step 3: Click to button 'Go'
[INFO ] [2021-09-17 18:09:12,769] Admin_06 - Step 4: Navigate to Product Details page
[INFO ] [2021-09-17 18:09:13,781] Admin_06 - Step 5: Click to expand icon at 'Product info'
[INFO ] [2021-09-17 18:09:14,190] Admin_06 - Step 6: Verify data is displayed with 'Lenovo IdeaCentre 600 All-in-One PC'
[INFO ] [2021-09-17 18:09:14,293]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 18:09:14,297] Admin_07 - Step 1: Refresh Product Details Page
[INFO ] [2021-09-17 18:09:15,420] Admin_07 - Step 2: Navigate to Dashboard Page
[INFO ] [2021-09-17 18:09:16,094] Admin_13 - Step 1: Refresh Customers Page
[INFO ] [2021-09-17 18:09:16,171] Admin_14 - Step 1: Click to 'back to customer list'
[INFO ] [2021-09-17 18:09:16,323] Admin_15 - Step 1: Click to 'back to customer list'
[INFO ] [2021-09-17 18:09:16,405] Post-Condition - Close browser 'firefox'
[INFO ] [2021-09-17 18:09:16,405] OS name = windows 10
[INFO ] [2021-09-17 18:09:29,098] Pre-Condition - Open browser 'chrome' with url: 'https://demo.nopcommerce.com/'
[INFO ] [2021-09-17 18:09:32,212]  Register_00 - Step 1: Verify Home Page Slider is displayed
[INFO ] [2021-09-17 18:09:32,315]  Register_00 - Step 2: Click to Register link
[INFO ] [2021-09-17 18:09:32,908]  Register_00 - Step 3: Check to Gender Male radio button
[INFO ] [2021-09-17 18:09:33,030]  Register_00 - Step 4: Enter to First Name textbox with data 'Cristiano'
[INFO ] [2021-09-17 18:09:33,198]  Register_00 - Step 5: Enter to Last Name textbox with data 'Ronaldo'
[INFO ] [2021-09-17 18:09:33,370]  Register_00 - Step 6: Enter to Email textbox with data 'cr7_22915@mail.com'
[INFO ] [2021-09-17 18:09:33,556]  Register_00 - Step 7: Enter to Password textbox with data '123456'
[INFO ] [2021-09-17 18:09:33,720]  Register_00 - Step 8: Enter to Confirm Password textbox with data '123456'
[INFO ] [2021-09-17 18:09:33,897]  Register_00 - Step 9: Click To Register Button
